City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,aginskoye,51.1,114.53,54.97,94,11,3.85,RU,1690401608
284,dubrovytsya,51.5744,26.565,61.34,97,100,6.4,UA,1690401745
285,shush,32.1942,48.2436,102.07,10,0,13.76,IR,1690401745
286,urangan,-25.3,152.9,65.55,63,73,13.24,AU,1690401745
287,alofi,-19.0595,-169.9187,67.89,94,79,0.0,NU,1690401745
288,manokwari,-0.8667,134.0833,78.15,79,42,3.04,ID,1690401746
289,izumo,35.3667,132.7667,76.95,89,0,2.68,JP,1690401746
290,balugaon,20.1667,85.1,79.68,93,99,5.41,IN,1690401746
291,langepas,61.2544,75.2124,59.05,98,80,4.83,RU,1690401746
292,pacific grove,36.6177,-121.9166,79.39,84,34,8.01,US,1690401746
293,buala,-8.145,159.5921,79.5,86,99,4.59,SB,1690401506
294,longgang,37.6508,120.3286,77.59,85,100,8.01,CN,1690401746
295,coquimbo,-29.9533,-71.3436,58.73,82,100,10.36,CL,1690401747
296,gamba,-2.65,10.0,70.52,93,49,7.18,GA,1690401747
297,mikhaylov,54.2292,39.0186,67.98,87,38,7.02,RU,1690401747
298,kasongo-lunda,-6.4667,16.8167,77.29,39,5,1.43,CD,1690401522
299,palencia,42.4167,-4.5,78.8,41,0,4.5,ES,1690401748
300,santo andre,-23.6639,-46.5383,78.85,38,0,9.22,BR,1690401598
301,nadi,-17.8,177.4167,68.0,94,75,6.91,FJ,1690401547
302,iwanai,42.9744,140.5089,70.88,90,100,4.29,JP,1690401748
303,nyrob,60.733,56.7202,53.46,91,26,1.32,RU,1690401748
304,urucara,-2.5364,-57.76,97.66,28,3,3.96,BR,1690401749
305,sisimiut,66.9395,-53.6735,45.68,78,53,6.96,GL,1690401749
306,changling,44.2653,124.0005,72.0,62,99,3.0,CN,1690401749
307,beau vallon,-20.4189,57.6953,70.21,94,20,3.44,MU,1690401640
308,neftcala,39.3742,49.2472,77.14,71,1,4.94,AZ,1690401749
309,st. john's,47.5649,-52.7093,83.59,42,75,16.11,CA,1690401539
310,xiaoshi,41.2971,124.1209,71.28,98,47,4.99,CN,1690401749
311,uturoa,-16.7333,-151.4333,77.97,84,40,9.04,PF,1690401750
312,queenstown,-31.8976,26.8753,56.97,59,99,6.35,ZA,1690401519
313,lucas,41.6501,-83.6666,72.18,96,100,14.97,US,1690401750
314,martapura,-3.4167,114.85,71.69,100,51,2.3,ID,1690401750
315,fort mcmurray,56.7268,-111.381,65.79,59,100,11.5,CA,1690401648
316,kirakira,-10.4544,161.9205,78.53,90,82,9.75,SB,1690401750
317,buka,40.8108,69.1986,82.6,16,0,7.94,UZ,1690401751
318,kirovskiy,45.0917,133.5136,68.59,90,44,2.98,RU,1690401751
319,soto la marina,23.7667,-98.2167,101.73,25,10,18.81,MX,1690401751
320,mammoth lakes,37.6485,-118.9721,83.12,23,0,9.22,US,1690401752
321,wladyslawowo,54.7909,18.4009,58.55,73,100,11.43,PL,1690401752
322,nemuro,43.3236,145.575,61.12,99,54,1.9,JP,1690401463
323,antsiranana,-12.2787,49.2917,73.08,71,9,16.17,MG,1690401752
324,huarmey,-10.0681,-78.1522,73.29,68,9,10.78,PE,1690401752
325,cabedelo,-6.9811,-34.8339,83.07,81,8,15.37,BR,1690401752
326,sakaiminato,35.55,133.2333,76.98,100,20,3.44,JP,1690401753
327,yuzhno-kurilsk,44.0306,145.8556,65.1,97,89,3.38,RU,1690401753
328,piritiba,-11.7303,-40.5553,73.04,66,85,8.1,BR,1690401753
329,maisi,43.0395,41.2621,68.31,79,0,4.27,GE,1690401753
330,mount gambier,-37.8333,140.7667,45.1,79,4,9.44,AU,1690401754
331,lubango,-14.9172,13.4925,62.46,36,69,5.75,AO,1690401754
332,ribeira brava,32.65,-17.0667,75.0,73,55,3.27,PT,1690401754
333,hwange,-18.3693,26.5019,62.17,50,0,1.72,ZW,1690401755
334,ndelele,4.0333,14.9333,69.64,98,62,2.26,CM,1690401755
335,thisted,56.9552,8.6949,57.15,85,100,22.66,DK,1690401755
336,la passe,45.5549,-0.8967,68.23,86,3,6.91,FR,1690401755
337,lask,51.5906,19.1328,57.13,98,100,5.86,PL,1690401755
338,rehoboth,-23.3167,17.0833,58.64,20,10,8.59,NA,1690401755
339,novo aripuana,-5.1206,-60.3797,99.03,24,49,3.42,BR,1690401756
340,hargeysa,9.56,44.065,73.44,50,8,25.08,SO,1690401469
341,loughrea,53.1969,-8.5669,60.89,98,100,13.29,IE,1690401756
342,onega,63.9061,38.1404,55.29,84,100,4.23,RU,1690401756
343,nuuk,64.1835,-51.7216,40.87,93,100,18.99,GL,1690401518
344,gbawe,5.5771,-0.3104,79.21,89,40,12.66,GH,1690401756
345,key west,24.5557,-81.7826,84.0,72,99,10.0,US,1690401756
346,bonnyville,54.2668,-110.735,60.6,91,100,10.4,CA,1690401648
347,ballycastle,55.2044,-6.243,61.54,99,100,12.3,GB,1690401757
348,kristiansund,63.1115,7.732,61.45,88,20,8.05,NO,1690401757
349,yigo village,13.5361,144.8886,78.12,91,100,20.71,GU,1690401757
350,oriximina,-1.7656,-55.8661,93.74,36,3,6.35,BR,1690401534
351,ust-tsilma,65.441,52.1498,57.02,88,9,2.62,RU,1690401758
352,letlhakeng,-24.0944,25.0298,57.61,53,0,8.23,BW,1690401758
353,naze,28.3667,129.4833,81.52,83,100,14.09,JP,1690401758
354,sijunjung,-0.6876,100.9537,71.28,93,100,2.62,ID,1690401758
355,hilo,19.7297,-155.09,91.27,94,55,5.99,US,1690401759
356,yuxi,24.355,102.5422,65.17,92,100,2.3,CN,1690401759
357,puerto palomas,31.7667,-107.6167,101.98,12,0,6.6,MX,1690401760
358,port blair,11.6667,92.75,81.81,84,100,16.28,IN,1690401760
359,ratnagiri,16.9833,73.3,78.37,90,100,17.22,IN,1690401760
360,yung shue wan,22.2333,114.1167,91.56,71,45,1.99,HK,1690401760
361,campbell river,50.0163,-125.2446,67.59,59,40,6.91,CA,1690401645
362,autazes,-3.5797,-59.1306,98.67,26,3,4.12,BR,1690401715
363,labasa,-16.4167,179.3833,72.66,90,99,5.01,FJ,1690401760
364,mount isa,-20.7333,139.5,64.17,77,40,8.05,AU,1690401672
365,hassi messaoud,31.6804,6.0729,111.06,8,0,2.3,DZ,1690401761
366,talnakh,69.4865,88.3972,67.21,66,7,5.06,RU,1690401761
367,villa gesell,-37.2639,-56.973,53.06,78,15,20.36,AR,1690401761
368,libenge,3.65,18.6333,72.59,91,42,2.68,CD,1690401762
369,galliano,29.4422,-90.2992,96.01,38,0,9.31,US,1690401762
370,tocopilla,-22.092,-70.1979,66.11,70,9,4.5,CL,1690401535
371,kroya,-7.6331,109.2461,70.25,90,23,6.15,ID,1690401762
372,as sulayyil,20.4607,45.5779,97.05,9,8,5.39,SA,1690401762
373,uruzgan,32.8333,66.0,81.07,31,40,3.51,AF,1690401762
374,la sarre,48.8002,-79.1996,74.32,62,100,14.52,CA,1690401763
375,kushk,33.2957,61.9522,88.18,12,1,22.95,AF,1690401763
376,hugo,45.16,-92.9933,92.95,59,40,9.22,US,1690401763
377,richfield,44.8833,-93.283,93.22,54,0,12.66,US,1690401763
378,emerald,-23.5333,148.1667,49.33,84,39,7.7,AU,1690401763
379,al kharj,24.155,47.3346,100.98,12,83,11.48,SA,1690401767
380,carpinis,45.7872,20.9042,68.07,58,7,13.65,RO,1690401767
381,mahdia,35.5047,11.0622,82.35,61,0,26.6,TN,1690401768
382,kuanda,56.3161,116.0806,64.18,75,73,2.66,RU,1690401768
383,tshabong,-26.05,22.45,58.84,25,22,7.07,BW,1690401768
384,anahuac,27.2333,-100.15,102.85,16,0,19.22,MX,1690401768
385,mokhsogollokh,61.4681,128.9203,53.04,73,75,3.38,RU,1690401768
386,nadym,65.5333,72.5167,64.65,78,26,7.81,RU,1690401768
387,charlotte amalie,18.3419,-64.9307,87.53,70,40,16.11,VI,1690401552
388,bubaque,11.2833,-15.8333,81.45,82,74,14.07,GW,1690401769
389,axim,4.8699,-2.2405,76.8,90,87,5.75,GH,1690401769
390,griffith,41.5284,-87.4237,90.27,70,40,18.41,US,1690401662
391,santa elena de uairen,4.6167,-61.1333,75.47,76,93,3.4,VE,1690401769
392,karratha,-20.7377,116.8463,66.15,72,25,6.24,AU,1690401769
393,fortuna,40.5982,-124.1573,69.93,75,0,14.97,US,1690401770
394,doctor juan leon mallorquin,-25.4,-55.2667,74.93,52,91,5.97,PY,1690401770
395,matoury,4.8483,-52.3317,82.36,83,10,2.3,GF,1690401770
396,kill devil hills,36.0307,-75.676,87.82,70,40,12.66,US,1690401770
397,turan,16.0678,108.2208,80.58,89,20,3.44,VN,1690401770
398,hadibu,12.65,54.0333,77.47,78,22,19.86,YE,1690401770
399,balakovo,52.0278,47.8007,72.41,55,5,6.53,RU,1690401770
400,masterton,-40.9597,175.6575,42.87,86,99,5.61,NZ,1690401555
401,nelson,-41.2833,173.2833,44.01,89,100,2.93,NZ,1690401771
402,kavaratti,10.5669,72.642,82.78,74,100,14.97,IN,1690401501
403,sur,22.5667,59.5289,83.82,72,100,13.38,OM,1690401771
404,menaka,15.9182,2.4022,98.62,28,99,0.56,ML,1690401771
405,damara,4.9608,18.7035,71.6,93,99,0.74,CF,1690401771
406,antalaha,-14.9003,50.2788,68.14,85,54,7.52,MG,1690401771
407,tra vinh,9.9347,106.3453,79.16,88,100,9.71,VN,1690401772
408,hami,42.8,93.45,84.45,15,1,10.36,CN,1690401772
409,faaa,-17.55,-149.6,80.56,78,75,5.75,PF,1690401772
410,middleborough center,41.8946,-70.9262,90.86,57,0,12.66,US,1690401772
411,kamaishi,39.2667,141.8833,74.21,85,2,5.57,JP,1690401772
412,tyre,33.2733,35.1939,79.12,64,0,0.92,LB,1690401772
413,chikmagalur,13.3167,75.7833,65.84,97,100,8.72,IN,1690401773
414,martuk,50.7475,56.5056,71.76,50,13,6.87,KZ,1690401773
415,abeche,13.8292,20.8324,82.74,58,16,14.72,TD,1690401773
416,westhill,57.1526,-2.2797,56.43,84,14,12.66,GB,1690401773
417,qamdo,31.1667,97.2333,36.18,90,4,5.93,CN,1690401773
418,miramichi,47.0043,-65.4654,85.06,32,46,11.18,CA,1690401773
419,ribas do rio pardo,-20.4431,-53.7592,89.02,24,12,3.09,BR,1690401773
420,zaragoza,41.6561,-0.8773,81.81,35,0,6.91,ES,1690401538
421,north bend,43.4065,-124.2243,81.25,63,0,19.57,US,1690401744
422,brookings,44.3114,-96.7984,96.12,47,0,4.0,US,1690401774
423,labytnangi,66.6572,66.4183,61.16,89,95,16.22,RU,1690401774
424,ust-nera,64.5667,143.2,52.12,82,92,7.05,RU,1690401774
425,soure,-0.7167,-48.5233,85.21,68,9,10.54,BR,1690401774
426,kupang,-10.1667,123.5833,69.78,85,2,8.14,ID,1690401774
427,ciutadella,40.0011,3.8414,74.21,68,0,7.52,ES,1690401775
428,fujikawaguchiko,35.4893,138.6883,68.38,75,38,0.43,JP,1690401775
429,ramganj,23.1,90.85,81.45,85,98,12.8,BD,1690401775
430,tahe,52.3333,124.7333,59.67,91,44,2.62,CN,1690401775
431,qaqortoq,60.7167,-46.0333,45.43,80,92,5.7,GL,1690401775
432,lai,9.3952,16.2989,73.58,86,86,4.9,TD,1690401776
433,vila franca do campo,37.7167,-25.4333,75.61,74,46,4.9,PT,1690401776
434,okhotsk,59.3833,143.3,58.03,96,100,4.7,RU,1690401776
435,eilat,29.5581,34.9482,100.24,16,0,9.22,IL,1690401776
436,lhokseumawe,5.1801,97.1507,79.43,86,83,3.15,ID,1690401776
437,laguna,38.421,-121.4238,94.17,41,0,10.36,US,1690401776
438,luderitz,-26.6481,15.1594,56.53,69,0,11.48,NA,1690401777
439,cole harbour,44.6724,-63.4751,81.79,65,20,14.97,CA,1690401566
440,calderitas,18.55,-88.25,86.97,66,100,3.91,MX,1690401777
441,mejit,10.2753,170.8646,82.38,79,100,17.2,MH,1690401777
442,cova figueira,14.8905,-24.2934,74.55,88,52,11.34,CV,1690401777
443,rawson,-43.3002,-65.1023,44.33,48,100,11.77,AR,1690401777
444,acajutla,13.5928,-89.8275,90.25,53,51,6.64,SV,1690401777
445,saldanha,-33.0117,17.9442,50.05,88,89,6.67,ZA,1690401778
446,kayyerkan,69.3786,87.7439,67.3,82,7,0.58,RU,1690401778
447,kapuskasing,49.4169,-82.4331,71.69,73,100,4.61,CA,1690401607
448,kapa'a,22.0752,-159.319,82.38,83,85,3.0,US,1690401778
449,markovo,57.3206,107.0881,60.73,97,95,2.51,RU,1690401778
450,jayapura,-2.5333,140.7,78.19,93,100,4.05,ID,1690401576
451,xining,36.6167,101.7667,56.86,95,100,3.27,CN,1690401778
452,fandriana,-20.2333,47.3833,49.5,91,95,3.91,MG,1690401778
453,xichang,27.8964,102.2634,66.69,93,98,2.51,CN,1690401779
454,yeniseysk,58.4497,92.1703,59.14,96,95,3.42,RU,1690401779
455,severo-yeniseyskiy,60.3725,93.0408,58.19,97,100,2.44,RU,1690401779
456,kailua-kona,19.6406,-155.9956,86.59,83,4,3.0,US,1690401779
457,chertkovo,49.3847,40.1547,73.63,46,3,7.63,RU,1690401779
458,saacow,1.6279,42.4407,76.06,70,97,15.84,SO,1690401779
459,leava,-14.3,-178.1667,78.42,76,93,17.54,WF,1690401779
460,rahimah,26.7079,50.0619,91.62,55,70,2.15,SA,1690401780
461,vorkuta,67.5,64.0,58.42,90,100,6.96,RU,1690401780
462,fauske,67.2588,15.3918,64.44,79,95,3.33,NO,1690401780
463,port douglas,-16.4833,145.4667,71.26,82,60,18.81,AU,1690401780
464,suwayr,30.1171,40.3893,95.94,14,28,10.96,SA,1690401780
465,praia,14.9215,-23.5087,82.94,74,75,8.05,CV,1690401781
466,nishinoomote,30.7333,131.0,81.12,86,27,8.7,JP,1690401781
467,northam,51.0333,-4.2167,63.66,97,100,23.51,GB,1690401781
468,pingnan,23.5543,110.3976,81.28,82,48,0.67,CN,1690401781
469,sault ste. marie,46.5168,-84.3333,73.96,88,75,12.66,CA,1690401644
470,tongchuanshi,35.0806,109.0897,72.77,76,94,5.17,CN,1690401781
471,sudzha,51.1976,35.2726,71.44,71,87,0.34,RU,1690401781
472,perevolotskiy,51.8763,54.1938,68.88,64,7,2.73,RU,1690401782
473,kerikeri,-35.2268,173.9474,48.04,85,99,5.08,NZ,1690401782
474,lamballe,48.4676,-2.5144,69.91,79,100,4.0,FR,1690401782
475,kudat,6.8837,116.8477,77.29,94,20,2.3,MY,1690401782
476,conduaga,8.862,117.4893,79.11,86,100,9.62,PH,1690401782
477,tsumeb,-19.2333,17.7167,67.24,20,0,5.64,NA,1690401782
478,gamay,12.3854,125.2979,78.01,85,100,6.44,PH,1690401783
479,bristol,41.8334,-71.1662,90.57,59,1,5.99,US,1690401584
480,seryshevo,51.0933,128.3786,64.69,88,1,4.76,RU,1690401783
481,kathu,7.9178,98.3332,86.7,71,100,14.0,TH,1690401783
482,usinsk,65.9939,57.5281,58.05,93,82,6.87,RU,1690401783
483,bargaal,11.2864,51.0773,84.0,58,5,26.4,SO,1690401784
484,"laikit, laikit ii (dimembe)",1.4792,124.9735,70.65,94,20,2.3,ID,1690401784
485,acapulco de juarez,16.8634,-99.8901,91.49,56,19,11.7,MX,1690401784
486,ubari,26.5921,12.7805,94.1,8,0,7.07,LY,1690401784
487,mouila,-1.8685,11.0559,77.13,73,26,2.24,GA,1690401784
488,saint-philippe,-21.3585,55.7679,67.59,82,31,9.75,RE,1690401784
489,ayvacik,39.6011,26.4047,80.24,30,45,6.08,TR,1690401785
490,kindu,-2.95,25.95,77.22,37,52,0.25,CD,1690401785
491,guerrero negro,27.9769,-114.0611,83.23,44,16,10.09,MX,1690401785
492,gordonvale,-17.0936,145.7842,67.91,93,95,8.72,AU,1690401785
493,mana,5.6592,-53.7767,82.65,77,13,9.06,GF,1690401787
494,bereket,39.2446,55.5154,82.4,66,88,12.48,TM,1690401787
495,balangiga,11.1097,125.3875,81.03,80,100,8.41,PH,1690401787
496,chake chake,-5.2459,39.7666,75.49,78,21,15.43,TZ,1690401787
497,sirjan,29.452,55.6814,82.85,43,2,11.32,IR,1690401787
498,valdivia,-39.8142,-73.2459,51.89,86,100,0.54,CL,1690401584
499,aflou,34.1128,2.1023,84.43,13,3,8.61,DZ,1690401788
500,turpan,42.9333,89.1667,99.0,11,3,6.08,CN,1690401788
501,bathsheba,13.2167,-59.5167,86.61,83,20,18.41,BB,1690401788
502,opuwo,-18.0607,13.84,65.68,32,0,5.57,NA,1690401789
503,sona,45.4388,10.8255,74.75,60,20,4.61,IT,1690401789
504,flying fish cove,-10.4217,105.6791,76.68,83,75,8.05,CX,1690401789
505,okha,53.5739,142.9478,54.81,98,100,3.98,RU,1690401789
506,san blas,21.5167,-105.2667,94.89,60,93,6.6,MX,1690401789
507,prosser,46.2068,-119.7689,81.43,38,5,1.01,US,1690401789
508,parauapebas,-6.0675,-49.9022,91.38,37,0,2.3,BR,1690401784
509,klaksvik,62.2266,-6.589,49.12,72,47,5.82,FO,1690401789
510,strezhevoy,60.7333,77.5889,58.91,97,28,5.17,RU,1690401790
511,fortuna foothills,32.6578,-114.4119,110.55,29,20,13.8,US,1690401790
512,taksimo,56.3444,114.8794,63.25,79,72,1.32,RU,1690401790
513,princeville,45.7668,-61.2985,83.62,63,0,8.01,CA,1690401790
514,sao joao da barra,-21.6403,-41.0511,77.09,78,12,15.82,BR,1690401790
515,whakatane,-37.9585,176.9854,34.52,98,18,4.09,NZ,1690401790
516,saint-paul-les-dax,43.7272,-1.0516,69.78,91,0,2.3,FR,1690401791
517,shira,54.4911,89.9531,56.16,78,5,4.79,RU,1690401791
518,jalai nur,49.45,117.7,59.9,88,98,6.06,CN,1690401791
519,gaspe,48.8334,-64.4819,75.42,69,40,9.22,CA,1690401729
520,homer,59.6425,-151.5483,67.77,80,9,4.81,US,1690401791
521,san pedro de ycuamandiyu,-24.0917,-57.0764,79.83,42,80,5.5,PY,1690401791
522,batie,9.8833,-2.9167,78.85,75,31,4.14,BF,1690401792
523,czaplinek,53.5578,16.2333,56.55,74,88,5.64,PL,1690401792
524,bengkulu,-3.8004,102.2655,75.67,91,83,5.61,ID,1690401792
525,coahuayana de hidalgo,18.7,-103.6583,91.24,58,92,6.71,MX,1690401792
526,dejen,10.1667,38.1333,56.46,88,90,4.59,ET,1690401792
527,rio grande,-32.035,-52.0986,66.31,86,72,18.61,BR,1690401788
528,acarau,-2.8856,-40.12,82.65,66,29,19.89,BR,1690401792
529,bikenibeu village,1.3673,173.1241,80.56,89,40,2.3,KI,1690401793
530,canguaretama,-6.38,-35.1289,78.31,76,4,13.94,BR,1690401717
531,lae,-6.7221,146.9847,68.67,83,62,7.18,PG,1690401793
532,vershino-darasunskiy,52.35,115.5167,51.78,96,14,2.17,RU,1690401793
533,brisas de zicatela,15.8369,-97.0419,89.26,58,12,7.52,MX,1690401793
534,san rafael,-34.6177,-68.3301,57.25,40,56,11.54,AR,1690401653
535,el nido,11.1858,119.3956,82.09,81,100,19.91,PH,1690401794
536,nar'yan-mar,67.6713,53.087,61.88,71,75,3.56,RU,1690401794
537,bull savanna,17.8868,-77.5902,84.63,63,100,8.25,JM,1690401794
538,ban talat bueng,13.0715,101.0031,84.94,77,100,8.57,TH,1690401794
539,namtsy,62.7161,129.6658,55.49,78,96,2.89,RU,1690401795
540,lyndon,38.2567,-85.6016,91.26,63,75,12.66,US,1690401736
541,caleta de carquin,-11.0925,-77.6267,66.88,81,29,13.8,PE,1690401610
542,dunedin,-45.8742,170.5036,44.8,63,83,10.0,NZ,1690401600
543,bridgewater,44.3835,-64.5155,84.11,71,65,12.66,CA,1690401498
544,siwa oasis,29.2041,25.5195,93.56,17,0,6.13,EG,1690401797
545,kittila,67.6647,24.8936,60.94,77,0,2.3,FI,1690401797
546,muynoq,43.7683,59.0214,83.21,46,100,17.13,UZ,1690401797
547,natal,-5.795,-35.2094,84.42,65,20,16.11,BR,1690401798
548,zheleznodorozhnyy,55.7503,38.0042,71.15,90,29,9.8,RU,1690401798
549,burang,30.25,81.1667,51.3,86,100,4.16,CN,1690401798
550,priozersk,61.0393,30.1291,62.1,91,100,1.25,RU,1690401798
551,binka,21.0333,83.8,79.63,88,99,8.97,IN,1690401798
552,port moresby,-9.4431,147.1797,72.82,94,75,3.44,PG,1690401725
553,sola,-13.8833,167.55,76.71,82,100,28.5,VU,1690401798
554,dryden,49.7833,-92.7503,79.09,61,40,5.75,CA,1690401760
555,arkhangel'sk,64.5401,40.5433,57.33,85,100,2.35,RU,1690401799
556,beinamar,8.6698,15.3813,74.03,78,34,3.98,TD,1690401799
557,iglas,27.7167,77.9333,81.32,84,100,5.23,IN,1690401799
558,maymana,35.9214,64.7836,87.12,14,9,5.57,AF,1690401799
559,moshi,-3.35,37.3333,71.98,71,81,1.99,TZ,1690401800
560,ayacucho,-13.1583,-74.2239,78.66,8,0,3.44,PE,1690401800
561,bandarbeyla,9.4942,50.8122,74.79,83,16,31.16,SO,1690401800
562,san ignacio,17.1561,-89.0714,89.74,58,40,4.61,BZ,1690401800
563,tikhvin,59.6451,33.5294,58.21,97,4,4.52,RU,1690401800
564,evanston,42.0411,-87.6901,90.1,64,100,9.22,US,1690401544
565,cantanhede,-3.6333,-44.3767,91.53,43,23,2.3,BR,1690401789
566,washim,20.1,77.15,76.86,86,100,16.33,IN,1690401801
567,melekeok village,7.4957,134.6367,79.11,84,100,17.56,PW,1690401801
568,barra de santo antonio,-9.4047,-35.5072,79.88,76,33,5.77,BR,1690401802
